=== KSP CRIME DATABASE LOOKUP ===
=== Employee (1000 records) ===

  ROWID: 47995000000334454, EmployeeID: 1, DistrictID: 47995000000332126, UnitID: 47995000000334324, RankID: 47995000000332225, DesignationID: 47995000000332253, KGID: KAR000000001, FirstName: Kavya, EmployeeDOB: 1988-12-18, GenderID: 2, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2021-03-10
  ROWID: 47995000000334466, EmployeeID: 13, DistrictID: 47995000000332136, UnitID: 47995000000334325, RankID: 47995000000332222, DesignationID: 47995000000332243, KGID: KAR000000013, FirstName: Hema, EmployeeDOB: 1996-10-10, GenderID: 2, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2024-10-21
  ROWID: 47995000000334467, EmployeeID: 14, DistrictID: 47995000000332145, UnitID: 47995000000334325, RankID: 47995000000332225, DesignationID: 47995000000332252, KGID: KAR000000014, FirstName: Sanjay, EmployeeDOB: 1979-11-22, GenderID: 1, BloodGroupID: 5, PhysicallyChallenged: false, AppointmentDate: 2020-02-06
  ROWID: 47995000000334468, EmployeeID: 15, DistrictID: 47995000000332141, UnitID: 47995000000334325, RankID: 47995000000332232, DesignationID: 47995000000332251, KGID: KAR000000015, FirstName: Kavitha, EmployeeDOB: 1985-01-24, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2019-01-20
  ROWID: 47995000000334469, EmployeeID: 16, DistrictID: 47995000000332132, UnitID: 47995000000334325, RankID: 47995000000332223, DesignationID: 47995000000332246, KGID: KAR000000016, FirstName: Bhagya, EmployeeDOB: 1996-07-05, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2024-11-22
  ROWID: 47995000000334470, EmployeeID: 17, DistrictID: 47995000000332141, UnitID: 47995000000334325, RankID: 47995000000332230, DesignationID: 47995000000332242, KGID: KAR000000017, FirstName: Vishwanath, EmployeeDOB: 1991-05-07, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2016-05-06
  ROWID: 47995000000334471, EmployeeID: 18, DistrictID: 47995000000332146, UnitID: 47995000000334325, RankID: 47995000000332221, DesignationID: 47995000000332242, KGID: KAR000000018, FirstName: Anil, EmployeeDOB: 1992-04-25, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2020-06-08
  ROWID: 47995000000334472, EmployeeID: 19, DistrictID: 47995000000332127, UnitID: 47995000000334326, RankID: 47995000000332224, DesignationID: 47995000000332244, KGID: KAR000000019, FirstName: Shobha, EmployeeDOB: 1980-08-06, GenderID: 2, BloodGroupID: 5, PhysicallyChallenged: false, AppointmentDate: 2014-08-04
  ROWID: 47995000000334473, EmployeeID: 20, DistrictID: 47995000000332146, UnitID: 47995000000334326, RankID: 47995000000332232, DesignationID: 47995000000332244, KGID: KAR000000020, FirstName: Raj, EmployeeDOB: 1996-04-08, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2024-07-07
  ROWID: 47995000000334474, EmployeeID: 21, DistrictID: 47995000000332121, UnitID: 47995000000334326, RankID: 47995000000332223, DesignationID: 47995000000332241, KGID: KAR000000021, FirstName: Vinay, EmployeeDOB: 1980-06-12, GenderID: 1, BloodGroupID: 4, PhysicallyChallenged: false, AppointmentDate: 2013-08-24
  ROWID: 47995000000334475, EmployeeID: 22, DistrictID: 47995000000332121, UnitID: 47995000000334326, RankID: 47995000000332229, DesignationID: 47995000000332249, KGID: KAR000000022, FirstName: Harish, EmployeeDOB: 1991-05-02, GenderID: 1, BloodGroupID: 4, PhysicallyChallenged: false, AppointmentDate: 2013-08-01
  ROWID: 47995000000334476, EmployeeID: 23, DistrictID: 47995000000332146, UnitID: 47995000000334326, RankID: 47995000000332222, DesignationID: 47995000000332249, KGID: KAR000000023, FirstName: Achyuta, EmployeeDOB: 1981-06-08, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2012-07-28
  ROWID: 47995000000334477, EmployeeID: 24, DistrictID: 47995000000332139, UnitID: 47995000000334326, RankID: 47995000000332227, DesignationID: 47995000000332253, KGID: KAR000000024, FirstName: Omkar, EmployeeDOB: 1990-11-28, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: true, AppointmentDate: 2020-01-05
  ROWID: 47995000000334478, EmployeeID: 25, DistrictID: 47995000000332135, UnitID: 47995000000334326, RankID: 47995000000332223, DesignationID: 47995000000332242, KGID: KAR000000025, FirstName: Suresh, EmployeeDOB: 1983-05-17, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2011-10-26
  ROWID: 47995000000334479, EmployeeID: 26, DistrictID: 47995000000332132, UnitID: 47995000000334326, RankID: 47995000000332223, DesignationID: 47995000000332251, KGID: KAR000000026, FirstName: Krishna, EmployeeDOB: 1987-10-01, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2014-12-26
  ROWID: 47995000000334480, EmployeeID: 27, DistrictID: 47995000000332119, UnitID: 47995000000334326, RankID: 47995000000332228, DesignationID: 47995000000332244, KGID: KAR000000027, FirstName: Basavaraj, EmployeeDOB: 1989-05-21, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2021-05-20
  ROWID: 47995000000334481, EmployeeID: 28, DistrictID: 47995000000332147, UnitID: 47995000000334327, RankID: 47995000000332228, DesignationID: 47995000000332239, KGID: KAR000000028, FirstName: Lakshmi, EmployeeDOB: 1988-08-26, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2023-01-18
  ROWID: 47995000000334482, EmployeeID: 29, DistrictID: 47995000000332124, UnitID: 47995000000334327, RankID: 47995000000332222, DesignationID: 47995000000332238, KGID: KAR000000029, FirstName: Manish, EmployeeDOB: 1987-03-11, GenderID: 1, BloodGroupID: 5, PhysicallyChallenged: false, AppointmentDate: 2012-07-03
  ROWID: 47995000000334483, EmployeeID: 30, DistrictID: 47995000000332146, UnitID: 47995000000334327, RankID: 47995000000332229, DesignationID: 47995000000332252, KGID: KAR000000030, FirstName: Pavan, EmployeeDOB: 1973-03-21, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2010-05-16
  ROWID: 47995000000334484, EmployeeID: 31, DistrictID: 47995000000332136, UnitID: 47995000000334327, RankID: 47995000000332226, DesignationID: 47995000000332241, KGID: KAR000000031, FirstName: Ibrahim, EmployeeDOB: 1978-02-13, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2016-03-08
  ROWID: 47995000000334485, EmployeeID: 32, DistrictID: 47995000000332121, UnitID: 47995000000334327, RankID: 47995000000332232, DesignationID: 47995000000332241, KGID: KAR000000032, FirstName: Revathi, EmployeeDOB: 1983-02-28, GenderID: 2, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2013-04-08
  ROWID: 47995000000334486, EmployeeID: 33, DistrictID: 47995000000332129, UnitID: 47995000000334327, RankID: 47995000000332232, DesignationID: 47995000000332252, KGID: KAR000000033, FirstName: Krishna, EmployeeDOB: 1982-12-15, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2018-03-11
  ROWID: 47995000000334487, EmployeeID: 34, DistrictID: 47995000000332142, UnitID: 47995000000334327, RankID: 47995000000332221, DesignationID: 47995000000332250, KGID: KAR000000034, FirstName: Mahadev, EmployeeDOB: 1991-11-12, GenderID: 1, BloodGroupID: 2, PhysicallyChallenged: false, AppointmentDate: 2015-01-05
  ROWID: 47995000000334488, EmployeeID: 35, DistrictID: 47995000000332119, UnitID: 47995000000334327, RankID: 47995000000332230, DesignationID: 47995000000332253, KGID: KAR000000035, FirstName: Ravi, EmployeeDOB: 1976-08-27, GenderID: 1, BloodGroupID: 5, PhysicallyChallenged: false, AppointmentDate: 2016-11-28
  ROWID: 47995000000334489, EmployeeID: 36, DistrictID: 47995000000332133, UnitID: 47995000000334327, RankID: 47995000000332230, DesignationID: 47995000000332246, KGID: KAR000000036, FirstName: Parashuram, EmployeeDOB: 1980-09-09, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2018-11-25
  ROWID: 47995000000334490, EmployeeID: 37, DistrictID: 47995000000332124, UnitID: 47995000000334328, RankID: 47995000000332225, DesignationID: 47995000000332248, KGID: KAR000000037, FirstName: Neha, EmployeeDOB: 1992-07-03, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2024-11-04
  ROWID: 47995000000334491, EmployeeID: 38, DistrictID: 47995000000332130, UnitID: 47995000000334328, RankID: 47995000000332227, DesignationID: 47995000000332238, KGID: KAR000000038, FirstName: Saanvi, EmployeeDOB: 1988-03-22, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2013-04-15
  ROWID: 47995000000334492, EmployeeID: 39, DistrictID: 47995000000332123, UnitID: 47995000000334328, RankID: 47995000000332226, DesignationID: 47995000000332247, KGID: KAR000000039, FirstName: Hemanth, EmployeeDOB: 1978-05-08, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2012-09-06
  ROWID: 47995000000334493, EmployeeID: 40, DistrictID: 47995000000332140, UnitID: 47995000000334328, RankID: 47995000000332224, DesignationID: 47995000000332238, KGID: KAR000000040, FirstName: Aarav, EmployeeDOB: 1976-06-25, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2014-10-28
  ROWID: 47995000000334494, EmployeeID: 41, DistrictID: 47995000000332130, UnitID: 47995000000334328, RankID: 47995000000332229, DesignationID: 47995000000332245, KGID: KAR000000041, FirstName: Ramachandra, EmployeeDOB: 1989-12-20, GenderID: 1, BloodGroupID: 2, PhysicallyChallenged: false, AppointmentDate: 2015-06-06
  ROWID: 47995000000334495, EmployeeID: 42, DistrictID: 47995000000332146, UnitID: 47995000000334328, RankID: 47995000000332230, DesignationID: 47995000000332245, KGID: KAR000000042, FirstName: Padma, EmployeeDOB: 2000-01-03, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2023-04-09
  ROWID: 47995000000334496, EmployeeID: 43, DistrictID: 47995000000332135, UnitID: 47995000000334328, RankID: 47995000000332227, DesignationID: 47995000000332253, KGID: KAR000000043, FirstName: Channabasava, EmployeeDOB: 1988-08-21, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2019-01-03
  ROWID: 47995000000334497, EmployeeID: 44, DistrictID: 47995000000332148, UnitID: 47995000000334328, RankID: 47995000000332232, DesignationID: 47995000000332240, KGID: KAR000000044, FirstName: Shaurya, EmployeeDOB: 1987-01-20, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2014-03-16
  ROWID: 47995000000334498, EmployeeID: 45, DistrictID: 47995000000332139, UnitID: 47995000000334328, RankID: 47995000000332227, DesignationID: 47995000000332250, KGID: KAR000000045, FirstName: Raghu, EmployeeDOB: 1991-01-12, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2021-02-08
  ROWID: 47995000000334499, EmployeeID: 46, DistrictID: 47995000000332142, UnitID: 47995000000334329, RankID: 47995000000332230, DesignationID: 47995000000332242, KGID: KAR000000046, FirstName: Vishwanath, EmployeeDOB: 1993-01-25, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2018-06-01
  ROWID: 47995000000334500, EmployeeID: 47, DistrictID: 47995000000332143, UnitID: 47995000000334329, RankID: 47995000000332231, DesignationID: 47995000000332253, KGID: KAR000000047, FirstName: Bharat, EmployeeDOB: 1983-01-19, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2019-02-18
  ROWID: 47995000000334501, EmployeeID: 48, DistrictID: 47995000000332143, UnitID: 47995000000334329, RankID: 47995000000332232, DesignationID: 47995000000332248, KGID: KAR000000048, FirstName: Ananya, EmployeeDOB: 1986-01-24, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2022-05-04
  ROWID: 47995000000334502, EmployeeID: 49, DistrictID: 47995000000332141, UnitID: 47995000000334329, RankID: 47995000000332232, DesignationID: 47995000000332253, KGID: KAR000000049, FirstName: Roopa, EmployeeDOB: 1980-01-03, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2013-02-24
  ROWID: 47995000000334503, EmployeeID: 50, DistrictID: 47995000000332141, UnitID: 47995000000334329, RankID: 47995000000332227, DesignationID: 47995000000332251, KGID: KAR000000050, FirstName: Lokesh, EmployeeDOB: 1988-10-28, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2018-12-24
  ROWID: 47995000000334504, EmployeeID: 51, DistrictID: 47995000000332132, UnitID: 47995000000334329, RankID: 47995000000332231, DesignationID: 47995000000332246, KGID: KAR000000051, FirstName: Priya, EmployeeDOB: 1973-01-01, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2010-02-23
  ROWID: 47995000000334505, EmployeeID: 52, DistrictID: 47995000000332137, UnitID: 47995000000334329, RankID: 47995000000332227, DesignationID: 47995000000332246, KGID: KAR000000052, FirstName: Sharath, EmployeeDOB: 1988-10-15, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2022-10-17
  ROWID: 47995000000334506, EmployeeID: 53, DistrictID: 47995000000332145, UnitID: 47995000000334329, RankID: 47995000000332231, DesignationID: 47995000000332241, KGID: KAR000000053, FirstName: Parashuram, EmployeeDOB: 1982-03-20, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2017-06-19
  ROWID: 47995000000334507, EmployeeID: 54, DistrictID: 47995000000332130, UnitID: 47995000000334329, RankID: 47995000000332231, DesignationID: 47995000000332252, KGID: KAR000000054, FirstName: Kala, EmployeeDOB: 1976-02-15, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2011-07-27
  ROWID: 47995000000334508, EmployeeID: 55, DistrictID: 47995000000332124, UnitID: 47995000000334330, RankID: 47995000000332221, DesignationID: 47995000000332248, KGID: KAR000000055, FirstName: Shaurya, EmployeeDOB: 1980-09-22, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2010-12-15
  ROWID: 47995000000334509, EmployeeID: 56, DistrictID: 47995000000332149, UnitID: 47995000000334330, RankID: 47995000000332224, DesignationID: 47995000000332246, KGID: KAR000000056, FirstName: Ayaan, EmployeeDOB: 1990-07-21, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2020-08-23
  ROWID: 47995000000334510, EmployeeID: 57, DistrictID: 47995000000332146, UnitID: 47995000000334330, RankID: 47995000000332229, DesignationID: 47995000000332248, KGID: KAR000000057, FirstName: Devi, EmployeeDOB: 1991-06-10, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2015-08-28
  ROWID: 47995000000334511, EmployeeID: 58, DistrictID: 47995000000332142, UnitID: 47995000000334330, RankID: 47995000000332224, DesignationID: 47995000000332248, KGID: KAR000000058, FirstName: Pallavi, EmployeeDOB: 1980-06-15, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2012-11-13
  ROWID: 47995000000334512, EmployeeID: 59, DistrictID: 47995000000332143, UnitID: 47995000000334330, RankID: 47995000000332227, DesignationID: 47995000000332244, KGID: KAR000000059, FirstName: Sharath, EmployeeDOB: 1985-04-04, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2021-06-26
  ROWID: 47995000000334513, EmployeeID: 60, DistrictID: 47995000000332124, UnitID: 47995000000334330, RankID: 47995000000332226, DesignationID: 47995000000332238, KGID: KAR000000060, FirstName: Ishaan, EmployeeDOB: 1980-07-19, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2019-09-23
  ROWID: 47995000000334514, EmployeeID: 61, DistrictID: 47995000000332124, UnitID: 47995000000334330, RankID: 47995000000332227, DesignationID: 47995000000332240, KGID: KAR000000061, FirstName: Vihaan, EmployeeDOB: 1989-12-28, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2022-05-05
  ROWID: 47995000000334515, EmployeeID: 62, DistrictID: 47995000000332148, UnitID: 47995000000334330, RankID: 47995000000332227, DesignationID: 47995000000332241, KGID: KAR000000062, FirstName: Deepika, EmployeeDOB: 1976-06-07, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2012-06-08
  ROWID: 47995000000334516, EmployeeID: 63, DistrictID: 47995000000332140, UnitID: 47995000000334330, RankID: 47995000000332225, DesignationID: 47995000000332238, KGID: KAR000000063, FirstName: Manish, EmployeeDOB: 1989-03-16, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2017-04-15
  ROWID: 47995000000334517, EmployeeID: 64, DistrictID: 47995000000332149, UnitID: 47995000000334331, RankID: 47995000000332221, DesignationID: 47995000000332253, KGID: KAR000000064, FirstName: Eshwari, EmployeeDOB: 1978-02-18, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2016-07-06
  ROWID: 47995000000334518, EmployeeID: 65, DistrictID: 47995000000332147, UnitID: 47995000000334331, RankID: 47995000000332227, DesignationID: 47995000000332246, KGID: KAR000000065, FirstName: Nandini, EmployeeDOB: 1985-05-21, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2018-07-12
  ROWID: 47995000000334519, EmployeeID: 66, DistrictID: 47995000000332121, UnitID: 47995000000334331, RankID: 47995000000332232, DesignationID: 47995000000332242, KGID: KAR000000066, FirstName: Raghu, EmployeeDOB: 1975-11-07, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2014-02-26
  ROWID: 47995000000334520, EmployeeID: 67, DistrictID: 47995000000332144, UnitID: 47995000000334331, RankID: 47995000000332230, DesignationID: 47995000000332245, KGID: KAR000000067, FirstName: Roopa, EmployeeDOB: 2001-01-28, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2024-05-19
  ROWID: 47995000000334521, EmployeeID: 68, DistrictID: 47995000000332137, UnitID: 47995000000334331, RankID: 47995000000332227, DesignationID: 47995000000332240, KGID: KAR000000068, FirstName: Myra, EmployeeDOB: 1971-04-12, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2010-09-15
  ROWID: 47995000000334522, EmployeeID: 69, DistrictID: 47995000000332134, UnitID: 47995000000334331, RankID: 47995000000332232, DesignationID: 47995000000332242, KGID: KAR000000069, FirstName: Aarav, EmployeeDOB: 1972-10-16, GenderID: 1, BloodGroupID: 8, PhysicallyChallenged: false, AppointmentDate: 2012-12-09
  ROWID: 47995000000334523, EmployeeID: 70, DistrictID: 47995000000332138, UnitID: 47995000000334331, RankID: 47995000000332228, DesignationID: 47995000000332251, KGID: KAR000000070, FirstName: Bhavani, EmployeeDOB: 1986-02-11, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2022-04-22
  ROWID: 47995000000334524, EmployeeID: 71, DistrictID: 47995000000332128, UnitID: 47995000000334331, RankID: 47995000000332226, DesignationID: 47995000000332245, KGID: KAR000000071, FirstName: Harish, EmployeeDOB: 1983-10-12, GenderID: 1, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2023-03-25
  ROWID: 47995000000334525, EmployeeID: 72, DistrictID: 47995000000332119, UnitID: 47995000000334331, RankID: 47995000000332230, DesignationID: 47995000000332239, KGID: KAR000000072, FirstName: Mamatha, EmployeeDOB: 1988-10-14, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2013-02-20
  ROWID: 47995000000334526, EmployeeID: 73, DistrictID: 47995000000332142, UnitID: 47995000000334332, RankID: 47995000000332224, DesignationID: 47995000000332245, KGID: KAR000000073, FirstName: Ishita, EmployeeDOB: 1977-12-31, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2015-01-21
  ROWID: 47995000000334527, EmployeeID: 74, DistrictID: 47995000000332149, UnitID: 47995000000334332, RankID: 47995000000332227, DesignationID: 47995000000332250, KGID: KAR000000074, FirstName: Indira, EmployeeDOB: 1993-02-18, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2025-03-28
  ROWID: 47995000000334528, EmployeeID: 75, DistrictID: 47995000000332124, UnitID: 47995000000334332, RankID: 47995000000332232, DesignationID: 47995000000332251, KGID: KAR000000075, FirstName: Pooja, EmployeeDOB: 1978-01-26, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2012-03-09
  ROWID: 47995000000334529, EmployeeID: 76, DistrictID: 47995000000332139, UnitID: 47995000000334332, RankID: 47995000000332231, DesignationID: 47995000000332240, KGID: KAR000000076, FirstName: Venkatesh, EmployeeDOB: 1994-09-06, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2018-01-20
  ROWID: 47995000000334530, EmployeeID: 77, DistrictID: 47995000000332122, UnitID: 47995000000334332, RankID: 47995000000332223, DesignationID: 47995000000332238, KGID: KAR000000077, FirstName: Vijaya, EmployeeDOB: 1975-11-03, GenderID: 2, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2010-01-11
  ROWID: 47995000000334531, EmployeeID: 78, DistrictID: 47995000000332137, UnitID: 47995000000334332, RankID: 47995000000332230, DesignationID: 47995000000332249, KGID: KAR000000078, FirstName: Ishita, EmployeeDOB: 1979-10-15, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2016-11-20
  ROWID: 47995000000334532, EmployeeID: 79, DistrictID: 47995000000332130, UnitID: 47995000000334332, RankID: 47995000000332222, DesignationID: 47995000000332242, KGID: KAR000000079, FirstName: Ibrahim, EmployeeDOB: 1988-04-22, GenderID: 1, BloodGroupID: 1, PhysicallyChallenged: false, AppointmentDate: 2015-08-23
  ROWID: 47995000000334533, EmployeeID: 80, DistrictID: 47995000000332133, UnitID: 47995000000334332, RankID: 47995000000332221, DesignationID: 47995000000332239, KGID: KAR000000080, FirstName: Uma, EmployeeDOB: 1985-11-19, GenderID: 2, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2019-05-04
  ROWID: 47995000000334534, EmployeeID: 81, DistrictID: 47995000000332124, UnitID: 47995000000334332, RankID: 47995000000332222, DesignationID: 47995000000332253, KGID: KAR000000081, FirstName: Sanjay, EmployeeDOB: 1981-05-25, GenderID: 1, BloodGroupID: 5, PhysicallyChallenged: false, AppointmentDate: 2020-08-22
  ROWID: 47995000000334535, EmployeeID: 82, DistrictID: 47995000000332140, UnitID: 47995000000334333, RankID: 47995000000332229, DesignationID: 47995000000332240, KGID: KAR000000082, FirstName: Jayaram, EmployeeDOB: 1977-03-19, GenderID: 1, BloodGroupID: 3, PhysicallyChallenged: false, AppointmentDate: 2014-04-27
  ROWID: 47995000000334536, EmployeeID: 83, DistrictID: 47995000000332120, UnitID: 47995000000334333, RankID: 47995000000332228, DesignationID: 47995000000332241, KGID: KAR000000083, FirstName: Hema, EmployeeDOB: 1980-04-03, GenderID: 2, BloodGroupID: 7, PhysicallyChallenged: false, AppointmentDate: 2020-09-19
  ROWID: 47995000000334537, EmployeeID: 84, DistrictID: 47995000000332143, UnitID: 47995000000334333, RankID: 47995000000332229, DesignationID: 47995000000332244, KGID: KAR000000084, FirstName: Channabasava, EmployeeDOB: 1989-01-06, GenderID: 1, BloodGroupID: 4, PhysicallyChallenged: false, AppointmentDate: 2024-04-10
